title,year,budget,revenue,vote_average,vote_count,popularity,female_ratio,female_director,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3
Shooter,2007.0,61000000,95696996,6.9,1462,37.378081,0.125,0,1.0,7.1,356579.0,124,Action,Drama,Thriller
The Boxtrolls,2014.0,60000000,108255770,6.6,668,30.656345,0.16666666666666666,0,,,,,,,
Practical Magic,1998.0,75000000,46683377,6.3,338,15.142701,0.8181818181818182,0,3.0,6.3,93304.0,104,Comedy,Drama,Fantasy
The Lego Movie,2014.0,60000000,469160692,7.5,3070,59.547928,0.08571428571428572,0,,,,,,,
Reign of Fire,2002.0,60000000,43061982,6.0,669,27.615108,0.13333333333333333,0,1.0,6.2,145752.0,101,Action,Adventure,Fantasy
Gangster Squad,2013.0,60000000,105200903,6.2,1778,29.041198,0.125,0,1.0,6.7,223040.0,113,Action,Crime,Drama
Year One,2009.0,60000000,62357900,4.6,524,25.293538,0.20833333333333334,0,3.0,4.9,103837.0,97,Comedy,,
Invictus,2009.0,60000000,122233971,7.0,1125,23.85119,0.13043478260869565,0,1.0,7.3,168110.0,134,Biography,Drama,History
State of Play,2009.0,60000000,87784194,6.7,484,21.685719,0.3181818181818182,0,3.0,7.1,160720.0,127,Crime,Drama,Mystery
Duplicity,2009.0,78146652,60000000,5.7,201,13.630049,0.12121212121212122,0,2.0,6.1,52280.0,125,Comedy,Crime,Romance
My Favorite Martian,1999.0,65000000,36850101,5.1,80,6.80692,0.375,0,,,,,,,
The Sentinel,2006.0,60000000,77920346,5.8,225,15.352807,0.26666666666666666,0,,,,,,,
Planet 51,2009.0,70000000,104945765,5.6,556,23.661071,0.16666666666666666,0,1.0,6.0,58712.0,91,Adventure,Animation,Comedy
Star Trek: Nemesis,2002.0,60000000,67312826,6.1,479,21.605533,0.3333333333333333,0,1.0,6.4,84074.0,116,Action,Adventure,Sci-Fi
Intolerable Cruelty,2003.0,60000000,119940815,5.8,391,22.620125,0.2857142857142857,0,3.0,6.3,101984.0,100,Comedy,Crime,Romance
Edge of Darkness,2010.0,80000000,74901339,6.2,487,24.657931,0.05,0,1.0,6.6,99251.0,117,Action,Adventure,Drama
The Relic,1997.0,60000000,33956608,5.8,130,12.621769,0.2222222222222222,0,,,,,,,
Analyze That,2002.0,60000000,55003135,5.7,380,21.08952,0.3,0,,,,,,,
Righteous Kill,2008.0,60000000,73174566,5.9,375,18.380176,0.24242424242424243,0,,,,,,,
The Soloist,2009.0,60000000,31720158,6.6,234,17.299333,0.4166666666666667,0,,,,,,,
The Legend of Bagger Vance,2000.0,80000000,39459427,6.3,251,16.848899,0.15384615384615385,0,,,,,,,
Almost Famous,2000.0,60000000,47383689,7.4,797,21.547446,0.26666666666666666,0,3.0,7.9,294255.0,122,Adventure,Comedy,Drama
xXx: State of the Union,2005.0,60000000,71073932,4.7,549,36.689223,0.13333333333333333,0,,,,,,,
Priest,2011.0,60000000,78309131,5.4,692,28.350927,0.36363636363636365,0,1.0,5.7,124320.0,87,Action,Fantasy,Horror
Sinbad: Legend of the Seven Seas,2003.0,60000000,26288320,6.6,372,18.815442,0.15384615384615385,0,2.0,6.7,59640.0,86,Adventure,Animation,Comedy
Event Horizon,1997.0,60000000,26673242,6.5,742,29.787135,0.26666666666666666,0,3.0,6.6,197754.0,96,Horror,Sci-Fi,Thriller
Dragonfly,2002.0,60000000,52322400,6.1,204,8.927137,0.4782608695652174,0,1.0,6.1,40021.0,104,Drama,Fantasy,Mystery
The Black Dahlia,2006.0,50000000,49111202,5.7,287,15.213484,0.42105263157894735,0,,,,,,,
Flyboys,2006.0,60000000,17800000,6.3,271,13.155999,0.125,0,,,,,,,
The Last Castle,2001.0,72000000,27642707,7.0,285,15.433244,0.0,0,,,,,,,
Supernova,2000.0,90000000,14828081,4.9,109,5.762037,0.25,0,3.0,4.8,19477.0,90,Horror,Sci-Fi,Thriller
Winter's Tale,2014.0,60000000,30800231,6.0,487,22.736038,0.24242424242424243,0,,,,,,,
The Mortal Instruments: City of Bones,2013.0,60000000,90565421,6.2,1602,45.514031,0.13636363636363635,0,,,,,,,
Meet Dave,2008.0,60000000,50650079,5.0,371,18.676291,0.3125,0,1.0,5.1,43759.0,90,Adventure,Comedy,Family
Dark Water,2005.0,30000000,25473093,5.3,274,14.376463,0.5833333333333334,0,3.0,5.6,65474.0,105,Drama,Horror,Mystery
Inkheart,2008.0,60000000,57490374,6.0,592,27.018886,0.3,0,3.0,6.1,82468.0,106,Adventure,Family,Fantasy
The Spirit,2008.0,60000000,39031337,4.7,320,14.84856,0.4,0,,,,,,,
Mortdecai,2015.0,60000000,30418560,5.4,1055,52.417529,0.14285714285714285,0,1.0,5.5,76956.0,107,Action,Adventure,Comedy
The Monkey King 2,2016.0,68490000,193677158,6.0,24,4.72629,0.18181818181818182,0,,,,,,,
The Great Raid,2005.0,80000000,10166502,6.8,91,8.923215,0.03571428571428571,0,,,,,,,
Deadpool,2016.0,58000000,783112979,7.4,10995,514.569956,0.2765957446808511,0,1.0,8.0,1130066.0,108,Action,Comedy,
American Sniper,2014.0,58800000,542307423,7.4,4469,87.53437,0.06172839506172839,0,1.0,7.3,530882.0,133,Action,Biography,Drama
Goosebumps,2015.0,58000000,158162788,6.2,995,45.351617,0.09259259259259259,0,2.0,6.3,95588.0,103,Adventure,Comedy,Fantasy
Just Like Heaven,2005.0,58000000,102854431,6.5,579,13.43573,0.2857142857142857,0,3.0,6.7,117573.0,95,Comedy,Drama,Fantasy
The Flintstones in Viva Rock Vegas,2000.0,83000000,59468275,4.4,134,6.248309,0.35714285714285715,0,,,,,,,
Rambo III,1988.0,63000000,189015611,5.7,690,31.294717,0.0,0,0.0,5.8,140579.0,102,Action,Adventure,Thriller
Leatherheads,2008.0,58000000,41299492,5.7,130,7.739276,0.07142857142857142,0,,,,,,,
Did You Hear About the Morgans?,2009.0,58000000,85280250,5.1,276,14.403696,0.25,0,,,,,,,
The Internship,2013.0,58000000,44000000,6.1,1658,1.551497,0.09401709401709402,0,,,,,,,
Resident Evil: Afterlife,2010.0,60000000,300228084,5.8,1363,2.143764,0.3333333333333333,0,3.0,5.8,179521.0,96,Action,Horror,Sci-Fi
Red Tails,2012.0,58000000,50365377,5.9,178,12.29603,0.0625,0,2.0,5.9,37300.0,125,Action,Drama,History
The Devil's Advocate,1997.0,57000000,152944660,7.2,1374,33.8473,0.2765957446808511,0,,,,,,,
That's My Boy,2012.0,70000000,58058367,5.5,453,21.723897,0.4642857142857143,0,,,,,,,
DragonHeart,1996.0,57000000,115267375,6.4,535,31.791979,0.1111111111111111,0,2.0,6.4,101945.0,103,Action,Adventure,Fantasy
After the Sunset,2004.0,60000000,61347797,6.0,226,14.113066,0.2857142857142857,0,3.0,6.2,49934.0,97,Action,Comedy,Crime
Ghost Rider: Spirit of Vengeance,2011.0,57000000,149217355,4.7,1135,48.622278,0.09090909090909091,0,0.0,4.3,126462.0,96,Action,Fantasy,Thriller
Captain Corelli's Mandolin,2001.0,57000000,62112895,5.5,145,9.061866,0.15384615384615385,0,,,,,,,
The Pacifier,2005.0,56000000,113006880,5.8,842,35.4763,0.32894736842105265,0,,,,,,,
Walking Tall,2004.0,56000000,57223890,6.0,381,23.438398,0.3673469387755102,0,1.0,6.3,110141.0,86,Action,Crime,
Forrest Gump,1994.0,55000000,677945399,8.2,7927,138.133331,0.10606060606060606,0,1.0,8.8,2265643.0,142,Drama,Romance,
Alvin and the Chipmunks,2007.0,60000000,361366633,5.5,1177,47.336034,0.25,0,,,,,,,
Meet the Parents,2000.0,55000000,330444045,6.6,1698,29.97224,0.3157894736842105,0,2.0,7.0,356146.0,108,Comedy,Romance,
Pocahontas,1995.0,55000000,346079773,6.7,1457,47.845589,0.1875,0,3.0,6.7,203572.0,81,Adventure,Animation,Drama
Superman,1978.0,55000000,300218018,6.9,1022,48.507081,0.09782608695652174,0,1.0,7.4,187930.0,143,Action,Adventure,Sci-Fi
The Nutty Professor,1996.0,54000000,128769345,5.4,702,20.28119,0.19047619047619047,0,,,,,,,
Hitch,2005.0,70000000,368100420,6.4,1665,34.576913,0.29411764705882354,0,2.0,6.6,335994.0,118,Comedy,Romance,
American Wedding,2003.0,55000000,231449203,6.0,1129,36.194802,0.4,0,,,,,,,
Captain Phillips,2013.0,55000000,95000000,7.6,2454,52.786917,0.058823529411764705,0,1.0,7.8,493795.0,134,Action,Biography,Crime
Date Night,2010.0,55000000,152263880,5.9,1122,38.06168,0.41379310344827586,0,3.0,6.3,172460.0,88,Comedy,Crime,Romance
Casper,1995.0,50000000,287928194,6.0,1019,19.830132,0.14705882352941177,0,3.0,6.2,147199.0,100,Comedy,Family,Fantasy
The Equalizer,2014.0,55000000,192330738,7.1,2954,79.922059,0.07894736842105263,0,,,,,,,
Maid in Manhattan,2002.0,55000000,154906693,5.6,485,19.738215,0.5555555555555556,0,3.0,5.4,96415.0,105,Comedy,Drama,Romance
Crimson Tide,1995.0,53000000,157387195,7.0,498,20.334629,0.0,0,0.0,7.3,123704.0,116,Action,Drama,Thriller
The Pursuit of Happyness,2006.0,55000000,307077295,7.7,2525,80.581367,0.061224489795918366,0,,,,,,,
Flightplan,2005.0,55000000,223387299,6.1,772,32.05145,0.5333333333333333,0,3.0,6.3,172206.0,98,Drama,Mystery,Thriller
Disclosure,1994.0,55000000,214015089,5.9,210,15.064058,0.5,0,,,,,,,
City of Angels,1998.0,55000000,198685114,6.4,529,21.272734,0.3125,0,3.0,6.7,128032.0,114,Drama,Fantasy,Romance
Kill Bill: Vol. 1,2003.0,30000000,180949000,7.7,4949,79.754966,0.2222222222222222,0,3.0,8.2,1198330.0,111,Action,Crime,Thriller
Kill Bill: Vol. 2,2004.0,30000000,152159461,7.6,3948,50.622607,0.3333333333333333,0,3.0,8.0,808507.0,137,Action,Crime,Thriller
Tango & Cash,1989.0,55000000,63408614,6.1,458,22.787667,0.125,0,,,,,,,
Death Becomes Her,1992.0,55000000,149022650,6.3,636,29.498304,0.4,0,3.0,6.6,131869.0,104,Comedy,Fantasy,Horror
Shanghai Noon,2000.0,55000000,56932305,6.2,735,25.400935,0.22727272727272727,0,1.0,6.6,135469.0,110,Action,Adventure,Comedy
Executive Decision,1996.0,55000000,121969216,5.8,256,17.231675,0.1111111111111111,0,,,,,,,
Mr. Popper's Penguins,2011.0,55000000,187361754,5.7,751,32.835777,0.35294117647058826,0,,,,,,,
The Forbidden Kingdom,2008.0,55000000,127906624,6.3,461,17.097041,0.13333333333333333,0,,,,,,,
Free Birds,2013.0,55000000,110000000,5.7,254,14.414937,0.17647058823529413,0,0.0,5.8,26061.0,91,Action,Adventure,Animation
Alien³,1992.0,50000000,159773545,6.2,1633,45.856409,0.04,0,,,,,,,
Evita,1996.0,55000000,141047179,5.9,120,7.027139,0.25,0,3.0,6.3,37648.0,135,Biography,Drama,History
Ronin,1998.0,55000000,41610884,6.7,658,32.657488,0.12121212121212122,0,1.0,7.2,195645.0,122,Action,Crime,Thriller
The Ghost and the Darkness,1996.0,50000000,75000000,6.4,236,12.46525,0.06666666666666667,0,,,,,,,
Paddington,2014.0,55000000,259207227,7.0,883,39.882276,0.1323529411764706,0,3.0,7.3,134170.0,95,Adventure,Comedy,Family
The Watch,2012.0,68000000,68267862,5.3,881,39.395881,0.21052631578947367,0,,,,,,,
The Hunted,2003.0,55000000,34234008,6.0,189,8.634954,0.4,0,,,,,,,
Stuck on You,2003.0,55000000,33828318,5.1,188,8.802525,0.375,0,,,,,,,
The Pirates! In an Adventure with Scientists!,2012.0,60000000,118338361,6.4,374,23.700759,0.15384615384615385,0,,,,,,,
Changeling,2008.0,55000000,113020255,7.3,1131,27.50916,0.14864864864864866,0,3.0,7.7,265609.0,141,Biography,Crime,Drama
Chain Reaction,1996.0,50000000,60209334,5.3,284,20.58862,0.06666666666666667,0,1.0,5.6,56388.0,107,Action,Drama,Sci-Fi
The Fan,1996.0,55000000,18626419,5.7,194,4.366488,0.2,0,,,,,,,
The Phantom of the Opera,2004.0,70000000,154648887,7.0,438,18.927463,0.4444444444444444,0,,,,,,,
Elizabeth: The Golden Age,2007.0,55000000,74237563,6.6,303,15.274137,0.18181818181818182,0,3.0,6.8,75214.0,114,Biography,Drama,History
Æon Flux,2005.0,62000000,52304001,5.4,703,29.954302,0.17307692307692307,1,,,,,,,
Gods and Generals,2003.0,56000000,12923936,6.1,48,4.362535,0.047619047619047616,0,,,,,,,
Turbulence,1997.0,55000000,11466088,5.2,62,4.700024,0.2222222222222222,0,,,,,,,
Muppets Most Wanted,2014.0,50000000,80383290,6.2,316,14.808304,0.16666666666666666,0,1.0,6.4,37114.0,107,Adventure,Comedy,Crime
Thunderbirds,2004.0,57000000,28283637,4.2,91,9.27875,0.17857142857142858,0,3.0,4.3,14492.0,95,Action,Adventure,Comedy
Burlesque,2010.0,55000000,89519773,6.9,573,22.863516,0.5454545454545454,0,3.0,6.4,93439.0,119,Drama,Music,Musical
Lolita,1962.0,2000000,9250000,7.3,395,23.962109,0.45454545454545453,0,3.0,7.5,109066.0,153,Crime,Drama,Romance
D-Tox,2002.0,55000000,6416302,5.3,123,12.669778,0.08333333333333333,0,,,,,,,
Blade II,2002.0,54000000,155010032,6.2,1528,67.169587,0.041666666666666664,0,1.0,6.7,235018.0,117,Action,Horror,Sci-Fi
Seven Pounds,2008.0,55000000,168167691,7.5,2039,41.472404,0.47058823529411764,0,3.0,7.6,315644.0,123,Drama,Mystery,Thriller
Bullet to the Head,2013.0,55000000,9489829,5.2,481,22.503935,0.2631578947368421,0,,,,,,,
The Godfather: Part III,1990.0,54000000,136766062,7.1,1546,59.194915,0.15789473684210525,0,,,,,,,
Elizabethtown,2005.0,57000000,52034889,6.1,327,22.894898,0.3076923076923077,0,3.0,6.3,72796.0,123,Comedy,Drama,Romance
"You, Me and Dupree",2006.0,54000000,130431368,5.4,407,18.600367,0.35714285714285715,0,1.0,5.6,84204.0,110,Comedy,Romance,
Superman II,1980.0,54000000,190458706,6.5,629,30.515175,0.08,0,3.0,6.8,114857.0,127,Action,Adventure,Sci-Fi
Gigli,2003.0,54000000,7266209,3.5,104,9.053456,0.1111111111111111,0,0.0,2.6,50791.0,121,Comedy,Crime,Romance
All the King's Men,2006.0,55000000,9450897,5.7,95,7.768223,0.25,0,,,,,,,
Shaft,2000.0,46000000,107196498,5.5,308,19.643365,0.16666666666666666,0,,,,,,,
Anastasia,1997.0,53000000,139804348,7.4,1432,45.565918,0.5,0,3.0,7.1,136418.0,94,Adventure,Animation,Drama
Moulin Rouge!,2001.0,52500000,179213434,7.4,1300,57.374341,0.08,0,3.0,7.6,299924.0,127,Drama,Musical,Romance
Domestic Disturbance,2001.0,75000000,54249294,5.4,113,8.41856,0.3333333333333333,0,,,,,,,
Black Mass,2015.0,53000000,98837872,6.3,1242,46.049902,0.09230769230769231,0,1.0,6.9,192762.0,123,Biography,Crime,Drama
Flags of Our Fathers,2006.0,90000000,65900249,6.7,526,23.9366,0.14285714285714285,0,1.0,7.1,129450.0,135,Action,Adventure,Drama
Law Abiding Citizen,2009.0,53000000,126690726,7.2,1486,49.593978,0.25,0,3.0,7.4,320844.0,109,Action,Crime,Drama
Grindhouse,2007.0,67000000,25037897,6.8,459,16.637642,0.4375,0,,,,,,,
Catch Me If You Can,2002.0,52000000,352114312,7.7,3795,73.944049,0.16260162601626016,0,2.0,8.1,1100179.0,141,Biography,Crime,Drama
Zero Dark Thirty,2012.0,40000000,132820716,6.7,1702,38.306954,0.06451612903225806,1,3.0,7.4,319693.0,157,Drama,History,Thriller
The Break-Up,2006.0,52000000,204999686,5.6,832,26.251217,0.4375,0,,,,,,,
Mamma Mia!,2008.0,52000000,609841637,6.4,1386,30.780599,0.3076923076923077,1,3.0,6.5,275472.0,108,Comedy,Musical,Romance
Valentine's Day,2010.0,52000000,216485654,5.7,1013,25.41929,0.4782608695652174,0,,,,,,,
The Dukes of Hazzard,2005.0,50000000,110803676,5.1,316,15.98212,0.22727272727272727,0,,,,,,,
The Thin Red Line,1998.0,52000000,98126565,7.2,771,40.072583,0.07692307692307693,0,,,,,,,
The Change-Up,2011.0,52000000,75450437,5.9,736,32.015477,0.3157894736842105,0,,,,,,,
Man on the Moon,1999.0,82000000,47434430,6.9,435,24.444186,0.17647058823529413,0,1.0,7.4,137724.0,118,Biography,Comedy,Drama
Casino,1995.0,52000000,116112375,7.8,1307,40.06688,0.06666666666666667,0,2.0,8.2,565866.0,178,Crime,Drama,
From Paris with Love,2010.0,52000000,52826594,6.1,675,27.916284,0.2,0,,,,,,,
"Me, Myself & Irene",2000.0,51000000,149270999,6.1,927,39.001682,0.25,0,,,,,,,
Barnyard,2006.0,51000000,72779000,5.3,225,10.430832,0.15,0,3.0,5.6,34667.0,90,Adventure,Animation,Comedy
The Twilight Saga: New Moon,2009.0,50000000,709827462,5.6,2436,94.815867,0.32432432432432434,0,,,,,,,
Shrek,2001.0,60000000,484409218,7.3,4056,67.298732,0.10344827586206896,1,1.0,7.9,736920.0,90,Adventure,Animation,Comedy
The Adjustment Bureau,2011.0,50200000,127869379,6.5,1652,26.60772,0.25,0,,,,,,,
Robin Hood: Prince of Thieves,1991.0,48000000,390493908,6.6,909,28.803729,0.08571428571428572,0,3.0,6.9,208925.0,143,Action,Adventure,Drama
Jerry Maguire,1996.0,50000000,273552592,6.7,913,27.039636,0.2608695652173913,0,2.0,7.3,287898.0,139,Comedy,Drama,Romance
Ted,2012.0,50000000,549368315,6.3,4697,68.87691,0.2,0,2.0,6.9,659093.0,106,Comedy,,
As Good as It Gets,1997.0,50000000,314178011,7.2,915,37.885022,0.5,0,3.0,7.7,319249.0,139,Comedy,Drama,Romance
Patch Adams,1998.0,50000000,202292902,7.0,832,35.537397,0.17857142857142858,0,3.0,6.8,122583.0,115,Biography,Comedy,Drama
Anchorman 2: The Legend Continues,2013.0,50000000,173649015,6.0,923,38.125008,0.25925925925925924,0,3.0,6.3,192651.0,119,Comedy,,
Mr. Deeds,2002.0,50000000,171269535,5.6,644,18.121404,0.15384615384615385,0,,,,,,,
Super 8,2011.0,50000000,260095987,6.6,2435,37.069253,0.2916666666666667,0,3.0,7.0,368080.0,112,Action,Mystery,Sci-Fi
Erin Brockovich,2000.0,52000000,256271286,7.1,716,30.347332,0.5,0,3.0,7.4,222266.0,131,Biography,Drama,
How to Lose a Guy in 10 Days,2003.0,50000000,177371441,6.3,850,23.854701,0.45454545454545453,0,3.0,6.5,271353.0,116,Comedy,Romance,
22 Jump Street,2014.0,50000000,188441614,7.0,3319,52.380982,0.2,0,,,,,,,
Interview with the Vampire,1994.0,60000000,223664608,7.2,1516,50.163785,0.4,0,1.0,7.5,348491.0,123,Drama,Fantasy,Horror
Yes Man,2008.0,70000000,225990978,6.4,1813,43.849351,0.45,0,1.0,6.8,383975.0,104,Comedy,Romance,
Central Intelligence,2016.0,50000000,216972543,6.2,1650,45.318703,0.13513513513513514,0,2.0,6.3,214253.0,107,Action,Comedy,Crime
Daddy's Home,2015.0,50000000,242786137,5.8,854,38.616744,0.23809523809523808,0,,,,,,,
Into the Woods,2014.0,50000000,212902372,5.6,1652,65.90161,0.5263157894736842,0,3.0,5.9,148247.0,125,Adventure,Comedy,Drama
Into the Woods,2014.0,50000000,212902372,5.6,1652,65.90161,0.5263157894736842,0,3.0,5.9,148247.0,125,Adventure,Comedy,Drama
Inside Man,2006.0,45000000,184376254,7.3,1630,45.220386,0.09375,0,3.0,7.6,399179.0,129,Crime,Drama,Mystery
Payback,1999.0,90000000,161626121,6.7,548,17.457947,0.21428571428571427,0,1.0,7.1,146033.0,100,Action,Crime,Drama
Congo,1995.0,50000000,152022101,5.0,213,10.755847,0.19047619047619047,0,0.0,5.3,48801.0,109,Action,Adventure,Mystery
We Bought a Zoo,2011.0,50000000,120081841,6.5,909,38.629763,0.4,0,2.0,7.0,152032.0,124,Comedy,Drama,Family
Knowing,2009.0,50000000,155446362,5.9,1486,32.693093,0.47058823529411764,0,1.0,6.2,248025.0,121,Action,Mystery,Sci-Fi
Failure to Launch,2006.0,50000000,88715192,5.5,399,18.806031,0.3333333333333333,0,,,,,,,
The Ring Two,2005.0,50000000,161451538,5.4,632,32.233713,0.5294117647058824,0,,,,,,,
"Crazy, Stupid, Love.",2011.0,50000000,142851197,7.0,2443,37.990705,0.5357142857142857,0,3.0,7.4,566641.0,118,Comedy,Drama,Romance
Garfield,2004.0,50000000,200804534,5.2,820,17.667826,0.21428571428571427,0,0.0,5.0,94232.0,80,Adventure,Comedy,Family
Moneyball,2011.0,50000000,110206216,7.0,1381,46.180421,0.13432835820895522,0,1.0,7.6,466398.0,133,Biography,Drama,Sport
Outbreak,1995.0,50000000,189859560,6.3,513,30.397496,0.14285714285714285,0,3.0,6.6,138100.0,127,Action,Drama,Thriller
Non-Stop,2014.0,50000000,222809600,6.8,2268,83.295796,0.17857142857142858,0,3.0,6.9,276964.0,106,Action,Mystery,Thriller
Race to Witch Mountain,2009.0,50000000,106303988,5.5,509,23.935053,0.2222222222222222,0,,,,,,,
V for Vendetta,2006.0,54000000,132511035,7.7,4442,84.630969,0.1038961038961039,0,,,,,,,
Shanghai Knights,2003.0,50000000,88323487,6.0,692,16.251204,0.1276595744680851,0,1.0,6.2,112706.0,114,Action,Adventure,Comedy
Curious George,2006.0,50000000,69834815,6.2,106,9.894346,0.21739130434782608,0,,,,,,,
Herbie Fully Loaded,2005.0,50000000,66002004,5.1,542,12.050755,0.25,1,3.0,4.9,50931.0,101,Adventure,Comedy,Family
Don't Say a Word,2001.0,50000000,100020092,6.0,220,11.596207,0.25,0,,,,,,,
Hansel & Gretel: Witch Hunters,2013.0,50000000,224803475,5.7,3239,53.02787,0.34782608695652173,0,,,,,,,
Unfaithful,2002.0,50000000,119137784,6.3,276,14.382253,0.4166666666666667,0,3.0,6.7,98803.0,124,Drama,Romance,Thriller
I Am Number Four,2011.0,50000000,144492830,5.9,1567,43.450266,0.14285714285714285,0,1.0,6.1,246710.0,111,Action,Adventure,Sci-Fi
Syriana,2005.0,50000000,94000000,6.3,451,16.871194,0.0967741935483871,0,,,,,,,
13 Hours: The Secret Soldiers of Benghazi,2016.0,50000000,69411370,7.0,938,42.526529,0.15151515151515152,0,,,,,,,
The Book of Life,2014.0,50000000,97437106,7.3,755,34.890999,0.25,0,,,,,,,
Firewall,2006.0,45000000,82800000,5.6,267,18.186026,0.21052631578947367,0,,,,,,,
Absolute Power,1997.0,50000000,50068310,6.4,223,13.576765,0.36363636363636365,0,,,,,,,
G.I. Jane,1997.0,50000000,48169156,6.0,395,19.434672,0.14285714285714285,0,3.0,6.0,87186.0,125,Action,Drama,War
The Game,1997.0,50000000,109423648,7.5,1506,62.925175,0.1956521739130435,0,,,,,,,
Silent Hill,2006.0,50000000,97607453,6.3,1067,32.927994,0.375,0,3.0,6.5,244653.0,125,Horror,Mystery,
American Reunion,2012.0,50000000,234989584,6.1,1611,39.920035,0.5,0,,,,,,,
The Negotiator,1998.0,50000000,44547681,6.8,582,28.725621,0.19148936170212766,0,,,,,,,
Into the Storm,2014.0,50000000,160602194,5.8,817,20.566554,0.32653061224489793,0,3.0,5.8,71632.0,89,Action,Adventure,Drama
Beverly Hills Cop III,1994.0,50000000,119208989,5.5,434,20.333953,0.13043478260869565,0,0.0,5.5,88026.0,104,Action,Comedy,Crime
Gremlins 2: The New Batch,1990.0,50000000,41482207,6.2,652,33.98637,0.2222222222222222,0,2.0,6.4,113084.0,106,Comedy,Fantasy,Horror
The Judge,2014.0,50000000,83719388,7.2,1417,42.472324,0.25,0,,,,,,,
Resident Evil: Apocalypse,2004.0,45000000,129394835,6.1,1267,29.880122,0.11494252873563218,0,3.0,6.1,210409.0,94,Action,Horror,Sci-Fi
Bridget Jones: The Edge of Reason,2004.0,50000000,40203020,6.1,750,28.803802,0.3023255813953488,1,3.0,6.0,122703.0,108,Comedy,Drama,Romance
Out of Time,2003.0,50000000,55495563,6.1,298,14.993459,0.3333333333333333,0,,,,,,,
On Deadly Ground,1994.0,50000000,49000000,4.5,104,9.114168,0.2,0,,,,,,,
The Adventures of Sharkboy and Lavagirl,2005.0,50000000,69425966,4.4,269,12.31101,0.25,0,,,,,,,
The Beach,2000.0,40000000,144056873,6.3,1233,41.362082,0.25,0,,,,,,,
Raising Helen,2004.0,50000000,49718611,5.9,189,13.298205,0.5,0,3.0,6.0,38290.0,119,Comedy,Drama,Romance
Ninja Assassin,2009.0,40000000,60462347,6.2,371,19.085403,0.10526315789473684,0,1.0,6.3,75716.0,99,Action,Thriller,
Striptease,1996.0,50000000,113309743,4.4,205,11.106006,0.3888888888888889,0,3.0,4.5,48145.0,115,Comedy,Crime,Drama
Marmaduke,2010.0,50000000,83761844,5.0,149,12.25622,0.2222222222222222,0,,,,,,,
Hereafter,2010.0,50000000,105197635,5.8,510,13.365715,0.23076923076923078,0,,,,,,,
Murder by Numbers,2002.0,50000000,56714147,6.0,268,16.167093,0.19230769230769232,0,,,,,,,
Assassins,1995.0,50000000,30303072,6.0,387,23.073933,0.11764705882352941,0,1.0,6.3,88342.0,133,Action,Crime,Thriller
Hannibal Rising,2007.0,50000000,82169884,6.0,654,6.567065,0.11764705882352941,0,1.0,6.1,116115.0,121,Adventure,Crime,Drama
The Story of Us,1999.0,50000000,58900031,5.9,75,6.22577,0.35294117647058826,0,,,,,,,
The Host,2013.0,44000000,63327201,6.0,1817,42.933027,0.16666666666666666,0,,,,,,,
Basic,2003.0,50000000,42792561,6.2,286,19.226763,0.11764705882352941,0,3.0,6.4,66675.0,98,Action,Crime,Drama
Blood Work,2002.0,50000000,26199517,6.1,206,10.089065,0.3333333333333333,0,,,,,,,
The International,2009.0,50000000,60161391,6.0,368,13.391833,0.05555555555555555,0,,,,,,,
Escape from L.A.,1996.0,50000000,42277365,5.6,373,21.637234,0.23529411764705882,0,1.0,5.7,80757.0,101,Action,Adventure,Sci-Fi
The Iron Giant,1999.0,70000000,23159305,7.6,1436,61.245957,0.1724137931034483,0,,,,,,,
The Life Aquatic with Steve Zissou,2004.0,50000000,34808403,7.1,775,25.237969,0.125,0,,,,,,,
Free State of Jones,2016.0,50000000,25035950,6.6,428,21.589393,0.13157894736842105,0,2.0,6.9,62616.0,139,Action,Biography,Drama
The Life of David Gale,2003.0,50000000,38955598,7.3,480,22.442241,0.384,0,,,,,,,
Run All Night,2015.0,50000000,71561644,6.3,1148,74.64653,0.16666666666666666,0,1.0,6.6,115244.0,114,Action,Crime,Thriller
Eastern Promises,2007.0,51500000,55112356,7.2,848,35.481169,0.21052631578947367,0,3.0,7.6,261873.0,100,Crime,Drama,Thriller
Into the Blue,2005.0,50000000,44434439,5.8,458,14.723467,0.2222222222222222,0,,,,,,,
The Messenger: The Story of Joan of Arc,1999.0,60000000,66976317,6.2,367,21.084542,0.0625,0,,,,,,,
Your Highness,2011.0,49900000,26121638,5.2,501,21.408222,0.18518518518518517,0,1.0,5.5,104547.0,102,Action,Adventure,Comedy
Dream House,2011.0,50000000,38502340,5.8,391,19.267479,0.45,0,3.0,6.0,69339.0,92,Drama,Mystery,Thriller
Mad City,1997.0,50000000,10541523,5.9,81,3.314004,0.26666666666666666,0,,,,,,,
Baby's Day Out,1994.0,50000000,16671505,5.8,274,21.312186,0.375,0,,,,,,,
The Scarlet Letter,1995.0,50000000,10382407,5.5,108,7.44268,0.36363636363636365,0,,,,,,,
Fair Game,2010.0,22000000,24188922,6.5,235,12.54949,0.2222222222222222,0,3.0,6.8,51102.0,108,Biography,Drama,Thriller
Domino,2005.0,50000000,22944502,6.0,444,18.394571,0.34615384615384615,0,3.0,5.9,69481.0,127,Action,Biography,Crime
Jade,1995.0,50000000,9851610,5.2,44,8.189406,0.19047619047619047,0,,,,,,,
